"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]"
"6589","AEP TEXAS CENTRAL DIVISION","BRILLIANT ENERGY LLC","Brilliant Green 6 Month","0.1530","0.1220","0.1180"," A Minimum Usage Fee of ten dollars and ninety-nine cents ($10.99) for each Customer ESI ID with electricity consumption less than 1,000 kWh per billing cycle.","False","False","1","Fixed","100","6","200.00","http://www.brilliantenergy.com/","Brilliant Green combines the low prices and flexibility offered by Brilliant Freedom along with the added benefit of 100% renewable green energy. A perfect electricity plan for any Eco-conscious customers!","https://docs.brilliantenergy.com/documents/RSEP_20170213_TOSEN.pdf","False","","https://www.mybrilliantenergy.com/agreements/efl/BG/6/P0000/EN","https://www.mybrilliantenergy.com/products/browse/t:AEPC/m:6/p:BG/c:PTC","","(877) 789-8801","FALSE","TRUE"
"6599","AEP TEXAS CENTRAL DIVISION","BRILLIANT ENERGY LLC","Brilliant Green 12 Month","0.1500","0.1190","0.1150"," A Minimum Usage Fee of ten dollars and ninety-nine cents ($10.99) for each Customer ESI ID with electricity consumption less than 1,000 kWh per billing cycle.","False","False","1","Fixed","100","12","200.00","http://www.brilliantenergy.com/","Brilliant Green combines the low prices and flexibility offered by Brilliant Freedom along with the added benefit of 100% renewable green energy. A perfect electricity plan for any Eco-conscious customers!*Sign up with us for 12 months or more and get a $50 gift card by entering the promo code Winter50. Restrictions apply. ","https://docs.brilliantenergy.com/documents/RSEP_20170213_TOSEN.pdf","False","","https://www.mybrilliantenergy.com/agreements/efl/BG/12/P0000/EN","https://www.mybrilliantenergy.com/products/browse/t:AEPC/m:12/p:BG/c:PTC","","(877) 789-8801","FALSE","TRUE"
"6616","AEP TEXAS CENTRAL DIVISION","BRILLIANT ENERGY LLC","Brilliant Green 24 Month","0.1520","0.1210","0.1170"," A Minimum Usage Fee of ten dollars and ninety-nine cents ($10.99) for each Customer ESI ID with electricity consumption less than 1,000 kWh per billing cycle.","False","False","1","Fixed","100","24","200.00","http://www.brilliantenergy.com/","Brilliant Green combines the low prices and flexibility offered by Brilliant Freedom along with the added benefit of 100% renewable green energy. A perfect electricity plan for any Eco-conscious customers!*Sign up with us for 12 months or more and get a $50 gift card by entering the promo code Winter50. Restrictions apply. ","https://docs.brilliantenergy.com/documents/RSEP_20170213_TOSEN.pdf","False","","https://www.mybrilliantenergy.com/agreements/efl/BG/24/P0000/EN","https://www.mybrilliantenergy.com/products/browse/t:AEPC/m:24/p:BG/c:PTC","","(877) 789-8801","FALSE","TRUE"
"6636","AEP TEXAS CENTRAL DIVISION","BRILLIANT ENERGY LLC","Brilliant Green 36 Month","0.1540","0.1230","0.1190"," A Minimum Usage Fee of ten dollars and ninety-nine cents ($10.99) for each Customer ESI ID with electricity consumption less than 1,000 kWh per billing cycle.","False","False","1","Fixed","100","36","200.00","http://www.brilliantenergy.com/","Brilliant Green combines the low prices and flexibility offered by Brilliant Freedom along with the added benefit of 100% renewable green energy. A perfect electricity plan for any Eco-conscious customers!*Sign up with us for 12 months or more and get a $50 gift card by entering the promo code Winter50. Restrictions apply. ","https://docs.brilliantenergy.com/documents/RSEP_20170213_TOSEN.pdf","False","","https://www.mybrilliantenergy.com/agreements/efl/BG/36/P0000/EN","https://www.mybrilliantenergy.com/products/browse/t:AEPC/m:36/p:BG/c:PTC","","(877) 789-8801","FALSE","TRUE"
"6937","AEP TEXAS CENTRAL DIVISION","HINO ELECTRIC POWER COMPANY","DollarSave Prepaid","0.0890","0.0890","0.0890","","True","False","0","Variable","0","0","0.00","http://www.hinoelectric.com/prepaid-residential-electricity/","- DollarSave - No Credit Check- No Deposit- Lowest Price Product Offer- Use as much as you want- Get Daily Updates on your Usage and Balance via Text on your cell phone or email- Energized the Same day**standard rates apply ","https://signup.hinoelectric.com/PDFDocs/TOS_03022016111602.pdf","False","","https://signup.hinoelectric.com/PDFDocs/EFL_24022016101943.pdf","http://www.hinoelectric.com","http://www.hinoelectric.com","(877) 446-6797","FALSE","FALSE"
"6769","AEP TEXAS CENTRAL DIVISION","BREEZE ENERGY LLC","PAY AS YOU GO PLAN - 100% Pure. 100% Green. 100% Texas Wind.","0.1030","0.0930","0.0880","","True","False","0","Variable","100","0","0.00","https://breezeenergy.com/?pc=PTC&sp=PTC","No Special Terms","https://breezeenergy.com/documents/Breeze_TOS_prepaid_eng.pdf","False","","https://breezeenergy.com/documents/Breeze_EFL_prepaid_eng.pdf","https://breezeenergy.com/?pc=PTC&sp=PTC","https://breezeenergy.com/documents/Breeze_PDS_eng.pdf","(855) 391-9463","FALSE","FALSE"
"7008","AEP TEXAS CENTRAL DIVISION","CPL RETAIL ENERGY","The Liberty Plan","0.1460","0.1320","0.1250","","False","False","0","Variable","14","1","0.00","https://www.cplretailenergy.com/msid/3051/pid/lib?utm_source=BD&utm_medium=ptc","Take advantage of a low rate and have the freedom to switch to one of CPL Retail Energy's fixed price plans at any time. Monthly Base Charge: $4.95","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_VAR_TOS_ENG_20170523.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VCARXXX0124_ENG_20170801.PDF","https://www.cplretailenergy.com//texas/electricity-plans/direct-electricity-plan/msid/3051/pid/lib?utm_source=BD&utm_medium=ptc","","(844) 664-2838","FALSE","FALSE"
"7009","AEP TEXAS CENTRAL DIVISION","CPL RETAIL ENERGY","Price Protection Plan 24","0.1170","0.1030","0.0960","","False","False","1","Fixed","14","24","135.00","https://www.cplretailenergy.com/msid/3051/pid/pp24?utm_source=BD&utm_medium=ptc","This plan secures a low fixed rate for the term of the plan. Enroll now to avoid the fluctuating rates. Monthly Base Charge: $4.95. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_20170523.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX0172_ENG_20170801.PDF","https://www.cplretailenergy.com/texas/electricity-plans/price-protection-24/msid/3051/pid/pp24?utm_source=BD&utm_medium=ptc","","(844) 664-2838","TRUE","FALSE"
"7010","AEP TEXAS CENTRAL DIVISION","CPL RETAIL ENERGY","Price Protection Plan 12","0.1140","0.1000","0.0930","","False","False","1","Fixed","14","12","135.00","https://www.cplretailenergy.com/msid/3051/pp12?utm_source=BD&utm_medium=ptc","This plan secures a low fixed rate for the term of the plan. Enroll now to avoid fluctuating rates. Monthly Base Charge: $4.95. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_20170523.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX0175_ENG_20170801.PDF","https://www.cplretailenergy.com/texas/electricity-plans/price-protection-12/msid/3051/pp12?utm_source=BD&utm_medium=ptc","","(844) 664-2838","TRUE","FALSE"
"8388","AEP TEXAS CENTRAL DIVISION","TXU ENERGY","TXU Energy Smart Edge 12","0.1380","0.0890","0.1090","A $30 bill credit will be applied for each billing cycle in which usage is 800 kWh or more.","False","False","1","Fixed","6","12","150.00","http://www.txu.com/ptc/smartedge12","Get a great low rate that doesn’t change with the seasons and guaranteed price protection for 12 months. TXU Energy Smart Edge 12SM is a fixed rate plan that has a minimum term of 12 months and an early cancellation fee of $150. The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges as described in the Electricity Facts Label (EFL). See the Terms of Service Agreement and Electricity Facts Label for more details. This is an online only offer available to new customers.","http://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf","False","","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SMTED12AF&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC","http://www.txu.com/ptc/smartedge12","","(855) 847-6135","TRUE","TRUE"
"8860","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","SMART Energy 12","0.1010","0.0960","0.0930","","False","False","1","Fixed","6","12","20.00 per month left in term","https://www.trieagleenergy.com","Includes a Wi-Fi Thermostat & SMART Energy ScoreCard! What does this customized home audit give you?...•	Compares your home energy use with similar homes•	Analyzes your energy usage with real-time weather data•	Forecasts your energy usage for the next month•	Offers tips to help lower your usage and expenses","http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-WBH-12mo.pdf","http://www.trieagleenergy.com/default.aspx?webcode=WBHPTC","","(877) 933-2453","FALSE","FALSE"
"8862","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","SMART Energy 36","0.0990","0.0940","0.0910","","False","False","1","Fixed","6","36","20.00 per month left in term","https://www.trieagleenergy.com","Includes a Wi-Fi Thermostat & SMART Energy ScoreCard! What does this customized home audit give you?...•	Compares your home energy use with similar homes•	Analyzes your energy usage with real-time weather data•	Forecasts your energy usage for the next month•	Offers tips to help lower your usage and expenses","http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-WBH-36mo.pdf","http://www.trieagleenergy.com/default.aspx?webcode=WBHPTC","","(877) 933-2453","FALSE","FALSE"
"8787","AEP TEXAS CENTRAL DIVISION","GEXA ENERGY","EveryDay EveryNight Low Price Plan","0.1380","0.1090","0.1040","Usage charge: $0 if monthly usage is 1000 KWh or more; for usage under 1000 kWh, a $9.95/month charge is applied","False","False","1","Fixed","6","12","150.00","https://www.gexaenergy.com/Enrollment-PTC/?pc=EDENPTC&ptc=1&rkey=13600|2020|1000|19820","|A simply smart concept in electricity plans |A low price ALL the time, not just nights or weekends | Gexa Energy's EveryDay EveryNight Low Price Plan.|This offer is for new customers only who enroll through the Power to Choose website.","http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=37960&rkey=13600|2020|1000|19820","False","","http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=40254&rkey=13600|2020|1000|19820","https://www.gexaenergy.com/Enrollment-PTC/?pc=EDENPTC&ptc=1&rkey=13600|2020|1000|19820","","(866) 329-4392","TRUE","TRUE"
"9156","AEP TEXAS CENTRAL DIVISION","BREEZE ENERGY LLC","Breeze 12 - 100% Pure. 100% Green. 100% Texas Wind.","0.1030","0.0900","0.0840","","False","False","1","Fixed","100","12","150.00","https://breezeenergy.com/?pc=PTC&sp=PTC","","https://breezeenergy.com/documents/Breeze_TOS_postpaid_eng.pdf","False","","https://breezeenergy.com/documents/Breeze_EFL_12month_en.pdf","https://breezeenergy.com/?pc=PTC&sp=PTC","","(855) 391-9463","FALSE","FALSE"
"9273","AEP TEXAS CENTRAL DIVISION","TARA ENERGY","Tara Energy Simplicity 24","0.1330","0.0910","0.0900"," If usage in the month is less than 1000 kWh, a $19.95 fee will apply.
","False","False","1","Fixed","11","24","175.00","https://www.taraenergy.com/Residential/Plans-and-Prices/DUNS/007924772/promocode/PTCFIXED.aspx","This program includes additional fees.  Please refer to the facts label for additional details. Existing customers wishing to renew on this program, please call (866) 438-8272.","http://webs.taraenergy.com/ptctos/RES_TOS_ENG_TE.pdf","False","","https://webs.taraenergy.com/EFLPDFS/TE_Res_EFL_F39010_3963139.pdf","https://www.taraenergy.com/Residential/Plans-and-Prices/DUNS/007924772/promocode/PTCFIXED.aspx","","(866) 438-8272","FALSE","TRUE"
"9400","AEP TEXAS CENTRAL DIVISION","FRONTIER UTILITIES","Platinum Power As You Go","0.1320","0.1210","0.1150","Daily fee of $0.39.","True","False","0","Variable","0","1","NONE","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PLAT_PAYG&Ref_Code=XPTC","Frontier Utilities is the winner of the 2016 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required. ","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOSP","False","","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PLAT_PAYG","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PLAT_PAYG&Ref_Code=XPTC","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOSP","(866) 642-1015","TRUE","TRUE"
"9535","AEP TEXAS CENTRAL DIVISION","SPARK ENERGY LLC","Price Protect 6","0.1160","0.0890","0.0840","A monthly fee of $8.99 applies when usage is below 1,000 kWh. ","False","False","1","Fixed","12","6","100.00","https://www.sparkenergy.com","","https://www.sparkenergy.com/api/enrollment-product-document/20704/TOS/ptc/CPL/Electric/77437","False","","https://www.sparkenergy.com/api/enrollment-product-document/20704/EFL/ptc/CPL/Electric/77437","https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=20704&commodity=Electric&market=CPL&utilityId=1&promoCode=ptc","","(877) 346-0861","TRUE","TRUE"
"9536","AEP TEXAS CENTRAL DIVISION","SPARK ENERGY LLC","Price Protect 12","0.1180","0.0910","0.0860"," A monthly fee of $8.99 applies when usage is below 1,000 kWh.  ","False","False","1","Fixed","12","12","175.00","https://www.sparkenergy.com","","https://www.sparkenergy.com/api/enrollment-product-document/20703/TOS/ptc/CPL/Electric/77437","False","","https://www.sparkenergy.com/api/enrollment-product-document/20703/EFL/ptc/CPL/Electric/77437","https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=20703&commodity=Electric&market=CPL&utilityId=1&promoCode=ptc&brk_source=","","(877) 346-0861","TRUE","TRUE"
"9537","AEP TEXAS CENTRAL DIVISION","SPARK ENERGY LLC","Green Price Protect 12","0.1390","0.1120","0.1070","A monthly fee of $8.99 applies when usage is below 1,000 kWh. ","False","False","1","Fixed","100","12","175.00","https://www.sparkenergy.com","","https://www.sparkenergy.com/api/enrollment-product-document/20784/TOS/ptc-all/CPL/Electric/77437","False","","https://www.sparkenergy.com/api/enrollment-product-document/20784/EFL/ptc-all/CPL/Electric/77437","https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=20784&commodity=Electric&market=CPL&utilityId=1&promoCode=ptc-all&brk_source=","","(877) 346-0861","TRUE","TRUE"
"9638","AEP TEXAS CENTRAL DIVISION","ENTRUST ENERGY INC","Entrust 24","0.1330","0.1240","0.1190","","False","False","1","Fixed","15","24","300.00","http://www.entrustenergy.com","Lock in and get satisfaction with no rising rate for 24 months. Let us show you our excellent customer service!","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/EE_TOS_Eng_121415.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN4F24024_20170701_eng_edffae79-56ed-4410-9a45-62291f197441.pdf","http://www.entrustenergy.com","","(800) 871-8100","FALSE","FALSE"
"9643","AEP TEXAS CENTRAL DIVISION","ENTRUST ENERGY INC","Texas Refresh 24","0.1380","0.1290","0.1240","","False","False","1","Fixed","100","24","300.00","http://www.entrustenergy.com","Entrust Energy is committed to our customers and to having a positive impact on our planet. There are many ways to protect the environment, and choosing a plan that includes 100% renewable energy is one of them. Lock in a competitive 24-month rate and support renewable energy at the same time. You can't argue with that! ","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/EE_TOS_Eng_121415.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXY4F24005_20170701_eng_5ebb444c-aa83-4625-b5bf-4d98a70b3a13.pdf","http://www.entrustenergy.com","","(800) 871-8100","FALSE","FALSE"
"9683","AEP TEXAS CENTRAL DIVISION","FRONTIER UTILITIES","Power As You Go Online Plan","0.1270","0.1130","0.1050","","True","False","0","Variable","6","1","0.00","https://www.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PAYGOP&Ref_Code=XPTC","Frontier Utilities is the winner of the 2014 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOSP","False","","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PAYGOP","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PAYGOP&Ref_Code=XPTC","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOSP","(866) 642-1015","TRUE","FALSE"
"9687","AEP TEXAS CENTRAL DIVISION","FRONTIER UTILITIES","Power As You Go VIP","0.1180","0.1070","0.1010","","True","False","0","Variable","0","3","0.00","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PAYG_VIP&Ref_Code=XPTC","Frontier Utilities is the winner of the 2016 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOSP","False","","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PAYG_VIP","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PAYG_VIP&Ref_Code=XPTC","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOSP","(866) 642-1015","TRUE","FALSE"
"9757","AEP TEXAS CENTRAL DIVISION","BOUNCE ENERGY INC","Amazing 18","0.1180","0.1040","0.0970","","False","False","1","Fixed","14","18","135.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-18/msid/51/pid/a18?utm_source=BD&utm_medium=TX-PTC","Get protection from rising energy prices by locking in your rate for 18 months, plus get great rewards for paying your bill on time! Monthly base charge $4.95. For new customers only.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","False","","http://www.bounceenergy.com/efls/amazing18-080117.pdf","http://www.bounceenergy.com/texas/fixed-rate-electricity-18/msid/51/pid/a18?utm_source=BD&utm_medium=TX-PTC","","(866) 962-6862","TRUE","FALSE"
"9825","AEP TEXAS CENTRAL DIVISION","RELIANT","Reliant Clear Flex Plan","0.1330","0.1040","0.0990","$9.95/month usage charge if usage falls below 800 kWh in a month. No usage charge for usage greater than or equal to 800 kWh/month. The price can change as described by the formula in the Electricity Facts Label and to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges. See reliant.com for more details.","False","False","0","Variable","10","1","0.00","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","This offer is for new customers only enrolling through Power to Choose. See Terms of Service statement for full listing of fees, deposit policy, and other terms. The price can change to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges.","https://www.reliant.com/files/0901751880c5cea5.pdf","False","","https://www.reliant.com/files/09017518812aa7a6.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","","(855) 350-8650","TRUE","TRUE"
"9936","AEP TEXAS CENTRAL DIVISION","BRILLIANT ENERGY LLC"," Brilliant PetLovers 6 Month","0.1500","0.1190","0.1150"," A Minimum Usage Fee of ten dollars and ninety-nine cents ($10.99) for each Customer ESI ID with electricity consumption less than 1,000 kWh per billing cycle.","False","False","1","Fixed","11","6","200.00","http://www.brilliantenergy.com/","*Our charity product! Brilliant PetLovers connects you with the pets in our community. A portion of the proceeds from this plan will be donated to support pet shelters.","https://docs.brilliantenergy.com/documents/RSEP_20170213_TOSEN.pdf","False","","https://www.mybrilliantenergy.com/agreements/efl/BPL/6/P0000/EN","https://www.mybrilliantenergy.com/products/browse/t:AEPC/m:6/p:BPL/c:PTC","","(877) 789-8801","FALSE","TRUE"
"9937","AEP TEXAS CENTRAL DIVISION","BRILLIANT ENERGY LLC","Brilliant PetLovers 12 Month","0.1470","0.1160","0.1120"," A Minimum Usage Fee of ten dollars and ninety-nine cents ($10.99) for each Customer ESI ID with electricity consumption less than 1,000 kWh per billing cycle.","False","False","1","Fixed","11","12","200.00","http://www.brilliantenergy.com/","*Our charity product! Brilliant PetLovers connects you with the pets in our community. A portion of the proceeds from this plan will be donated to support pet shelters.*Sign up with us for 12 months or more and get a $50 gift card by entering the promo code Winter50. Restrictions apply.  ","https://docs.brilliantenergy.com/documents/RSEP_20170213_TOSEN.pdf","False","","https://www.mybrilliantenergy.com/agreements/efl/BPL/12/P0000/EN","https://www.mybrilliantenergy.com/products/browse/t:AEPC/m:12/p:BPL/c:PTC","","(877) 789-8801","FALSE","TRUE"
"9938","AEP TEXAS CENTRAL DIVISION","BRILLIANT ENERGY LLC","Brilliant PetLovers 24 Month","0.1490","0.1180","0.1140"," A Minimum Usage Fee of ten dollars and ninety-nine cents ($10.99) for each Customer ESI ID with electricity consumption less than 1,000 kWh per billing cycle.","False","False","1","Fixed","11","24","200.00","http://www.brilliantenergy.com/","*Our charity product! Brilliant PetLovers connects you with the pets in our community. A portion of the proceeds from this plan will be donated to support pet shelters.*Sign up with us for 12 months or more and get a $50 gift card by entering the promo code Winter50. Restrictions apply. ","https://docs.brilliantenergy.com/documents/RSEP_20170213_TOSEN.pdf","False","","https://www.mybrilliantenergy.com/agreements/efl/BPL/24/P0000/EN","https://www.mybrilliantenergy.com/products/browse/t:AEPC/m:24/p:BPL/c:PTC","","(877) 789-8801","FALSE","TRUE"
"9939","AEP TEXAS CENTRAL DIVISION","BRILLIANT ENERGY LLC","Brilliant PetLovers 36 Month","0.1510","0.1200","0.1160"," A Minimum Usage Fee of ten dollars and ninety-nine cents ($10.99) for each Customer ESI ID with electricity consumption less than 1,000 kWh per billing cycle.","False","False","1","Fixed","11","36","200.00","http://www.brilliantenergy.com/","*Our charity product! Brilliant PetLovers connects you with the pets in our community. A portion of the proceeds from this plan will be donated to support pet shelters. *Sign up with us for 12 months or more and get a $50 gift card by entering the promo code Winter50. Restrictions apply. ","https://docs.brilliantenergy.com/documents/RSEP_20170213_TOSEN.pdf","False","","https://www.mybrilliantenergy.com/agreements/efl/BPL/36/P0000/EN","https://www.mybrilliantenergy.com/products/browse/t:AEPC/m:36/p:BPL/c:PTC","","(877) 789-8801","FALSE","TRUE"
"10344","AEP TEXAS CENTRAL DIVISION","PAYLESS POWER","SmarTricity True Value","0.1400","0.1140","0.1000","","True","False","0","Variable","0","1","0.00","https://www.paylesspower.com/487447","Choose the SmarTricity True Value offer with straightforward billing and no minimum usage fees. Simply put, you will enjoy a great rate day in and day out. This is not an introductory rate offer! What are you waiting for? Call 1-855-781-6967 to start today!","https://paylesspower.com/files/SmarTricity_Terms_Of_Service_English.pdf","False","","https://paylesspower.com/files/AEPC_True_Value_EFL_English.pdf","https://paylesspower.dynamoprograms.com/enrollment/Step1/487447","https://paylesspower.com/files/SmarTricity_PrePaid_Disclosure_English.pdf","(855) 781-6967","FALSE","FALSE"
"10412","AEP TEXAS CENTRAL DIVISION","DISCOUNT POWER","Saver - NO GIMMICKS - 12","0.0950","0.0930","0.0920","","False","False","1","Fixed","16","12","99.00","http://discountpowertx.com","This offer is for New customers only who enroll through Power to Choose. Required: Online Enrollment, Personal Credit Check. (See Facts Label).","https://signup.discountpowertx.com/PDFDocs/20161205-147358.pdf","False","","https://signup.discountpowertx.com/EFL.aspx?i=15609","https://signup.discountpowertx.com/SelectPlan.aspx?Zip=78418&PromoCode=PTCAEPCSVR&ReferralCode=&TDSP=1&Type=1&Service=Electricity&meter=1&StateCode=TX","","(877) 909-7693","FALSE","FALSE"
"10413","AEP TEXAS CENTRAL DIVISION","DISCOUNT POWER","Saver - NO GIMMICKS - 18","0.0950","0.0930","0.0920","","False","False","1","Fixed","16","18","125.00","http://discountpowertx.com","This offer is for New customers only who enroll through Power to Choose. Required: Online Enrollment, Personal Credit Check. (See Facts Label).","https://signup.discountpowertx.com/PDFDocs/20161205-147359.pdf","False","","https://signup.discountpowertx.com/EFL.aspx?i=15610","https://signup.discountpowertx.com/SelectPlan.aspx?Zip=78418&PromoCode=PTCAEPCSVR&ReferralCode=&TDSP=1&Type=1&Service=Electricity&meter=1&StateCode=TX","","(877) 909-7693","FALSE","FALSE"
"10414","AEP TEXAS CENTRAL DIVISION","DISCOUNT POWER","Saver - NO GIMMICKS - 24","0.0950","0.0930","0.0920","","False","False","1","Fixed","16","24","125.00","http://discountpowertx.com","This offer is for New customers only who enroll through Power to Choose. Required: Online Enrollment, Personal Credit Check. (See Facts Label).","https://signup.discountpowertx.com/PDFDocs/20161205-147359.pdf","False","","https://signup.discountpowertx.com/EFL.aspx?i=15611","https://signup.discountpowertx.com/SelectPlan.aspx?Zip=78418&PromoCode=PTCAEPCSVR&ReferralCode=&TDSP=1&Type=1&Service=Electricity&meter=1&StateCode=TX","","(877) 909-7693","FALSE","FALSE"
"10514","AEP TEXAS CENTRAL DIVISION","POWER EXPRESS","#Apartment12","0.0710","0.1010","0.1160","If your usage is more than 499kWh, then you will receive a $30 bill credit.
","False","False","1","Fixed","16","12","150.00","https://power-express.com","Required: Personal Credit Check. (See Facts Label).","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/TOS_PE.pdf","False","","https://www.power-express.com/efl_TOS_YRAC/AEPC_Apartment12_PTC_09042015.pdf","https://www.power-express.com/overview.aspx?promo=PTC_AEPC_Pro12","","(877) 400-0232","FALSE","TRUE"
"10627","AEP TEXAS CENTRAL DIVISION","AMIGO ENERGY","Amigo Essentials 36 Month","0.1450","0.1030","0.1020","If usage in the month is less than 1000 kWh, a $19.95 fee will apply.
","False","False","1","Fixed","11","36","125.00","https://www.amigoenergy.com/energy-rates-and-plans?pc=PTC&DUNS=007924772","This program includes additional fees.  Please refer to the facts label for additional details. Existing customers wishing to renew on this program, please call (866) 628-5447.","http://webs.amigoenergy.com/TOSYRAC/RES_TOS_ENG.pdf","False","","https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F48139_3963092.pdf","https://www.amigoenergy.com/energy-rates-and-plans?pc=PTC&DUNS=007924772","","(866) 628-5447","FALSE","TRUE"
